prefix,iri
http://dbpedia.org/property/fuelConsumptionLb/,nss241
http://dbpedia.org/property/usingTheScaleOnThe%22feb.17,1921%22,nss484
http://dbpedia.org/property/lord(s),nsi666
http://dbpedia.org/property/accounting/,nss473
http://dbpedia.org/property/sndiX',nsi929
http://dbpedia.org/property/digitalAudioI/,nss501
http://dbpedia.org/property/chromosome(humans),nsi885
http://dbpedia.org/property/weight(st),nsi672
http://dbpedia.org/property/motive(s),nsi859
http://schema.org/,nss2
http://dbpedia.org/property/averageGoals/,nss574
http://dbpedia.org/property/sa/,nss58
http://dbpedia.org/property/population(2010),nsi874
http://dbpedia.org/ontology/GrandPrix/,nsi599
http://dbpedia.org/property/innerWest&,nss533
http://dbpedia.org/property/f%3F,nss350
http://dbpedia.org/property/whatIsThis%3F%7D,nss468
http://dbpedia.org/property/pitch(s),nsi705
http://dbpedia.org/property/dlf/h/krf/sp/,nss23
http://dbpedia.org/property/leader(mpa),nsi966
http://dbpedia.org/property/h/sp/,nss304
http://dbpedia.org/property/no%25,nss98
http://dbpedia.org/property/longTitle&nbsp;&nbsp;&nbsp;&nbsp;,nsi803
http://dbpedia.org/property/howLargeIsLarge%3F,nss93
http://dbpedia.org/property/lake%22,nss352
http://dbpedia.org/property/bigJoe,,nss12
http://dbpedia.org/property/peakOfProductionGasBcm/,nss256
http://dbpedia.org/property/tvPartner(s),nsi637
http://dbpedia.org/property/pop'''leek''',nsi894
http://dbpedia.org/property/director(coltsRugby),nsi943
http://dbpedia.org/property/niacin(inMg),nsi953
http://dbpedia.org/property/promotion(s),nsi724
http://dbpedia.org/property/dlf/,nss114
http://dbpedia.org/property/value,,nsi738
http://dbpedia.org/property/inUnsourcedExplanationUsedHere,,nss94
http://dbpedia.org/property/060,nss545
http://dbpedia.org/property/position1,Position2,Position3,Position4,&,nss60
http://www.w3.org/2000/01/rdf-schema#,rdfs
http://dbpedia.org/property/music&,nss276
http://dbpedia.org/property/.%22%7D%3E%3E%5CnewStaff%3C%3C%5CnewVoice%7B%5CclefPercussion%5Ctime2/4%5C,nss551
http://dbpedia.org/property/recent10YearServicemen(%23OfGames),nsi752
http://dbpedia.org/property/20040726,nss224
http://dbpedia.org/property/seeAlso%3F,nss312
http://www.w3.org/2002/07/owl#,owl
http://dbpedia.org/property/location/,nss321
http://dbpedia.org/property/yg,,nss184
http://dbpedia.org/property/viceChairman,,nss202
http://dbpedia.org/property/useEw%25,nss259
http://dbpedia.org/property/union(s),nsi850
http://dbpedia.org/property/populationTotal(2008Year),nsi936
http://dbpedia.org/property/musicDirectorDesignate(fromAugust2020),nsi620
http://dbpedia.org/property/oilProductionM3/,nss227
http://dbpedia.org/property/4.54.,nsi838
http://dbpedia.org/property/''family'',nsi889
http://dbpedia.org/property/riboflavin(b2),nsi900
http://dbpedia.org/property/best&,nss556
http://dbpedia.org/property/crdoba%3C,nss70
http://dbpedia.org/property/previousName(s),nsi689
http://dbpedia.org/property/tt6873546/%3F,nss505
http://dbpedia.org/property/locationWashington,,nsi619
http://dbpedia.org/property/cityAdministrator/,nss539
http://dbpedia.org/property/disp/,nss555
http://dbpedia.org/property/currentCeo/,nss369
http://dbpedia.org/property/+%3Cnowiki%3E,nss518
http://dbpedia.org/property/8000,nss432
http://dbpedia.org/property/personages(longList),nsi822
http://dbpedia.org/property/leagueChampions(sojhl),nsi915
http://dbpedia.org/property/children(s),nsi829
http://dbpedia.org/property/magnesium(inMg),nsi951
http://dbpedia.org/property/str%3Cnowiki%3E,nss410
http://dbpedia.org/property/1849,nss140
http://dbpedia.org/property/wingLoadingKg/,nss288
http://dbpedia.org/property/his/,nss587
http://dbpedia.org/property/chiefJusticeOfThePeople',nsi934
http://dbpedia.org/property/aux%7BaZ%7D,nss55
http://dbpedia.org/property/amsVotes%25,nss266
http://dbpedia.org/property/chairman(mayor),nsi877
http://xmlns.com/foaf/0.1/,nss6
http://dbpedia.org/property/basis&nbsp;&nbsp;&nbsp;&nbsp;,nsi761
http://dbpedia.org/property/volcanicArc/,nss214
http://dbpedia.org/property/250,nss45
http://dbpedia.org/property/additionalMusic,,nss571
http://dbpedia.org/property/captain(men),nsi816
http://dbpedia.org/property/founder/,nss491
http://dbpedia.org/property/creator/,nss348
http://dbpedia.org/property/founder',nsi611
http://purl.org/dc/terms/,nss349
http://dbpedia.org/property/founder&,nss279
http://dbpedia.org/property/ship's(fake),nsi842
http://dbpedia.org/property/sclati+,nss238
http://dbpedia.org/property/penaltyscore+42,nss439
http://dbpedia.org/property/written/,nss170
http://dbpedia.org/ontology/SpaceMission/,nsi604
http://dbpedia.org/property/joinconcurrence/,nss346
http://dbpedia.org/property/visitors/,nss207
http://www.w3.org/2001/XMLSchema#,xsd
http://dbpedia.org/ontology/Person/,nsi601
http://dbpedia.org/property/165IsHasmonean/hellenistic,OffByAlmostExactly1Century,AsPompeyArrivedIn63Bce.Typo,OrForgotToMentionHasmonean%3FOrIsItAMatterOfMisunderstoodJordanian%22patriotism%22(,nsi920
http://dbpedia.org/property/rv/,nss64
http://dbpedia.org/property/1p&nbsp;,nss338
http://dbpedia.org/property/nationaltraining&,nss534
http://dbpedia.org/property/demonym(s),nsi707
http://dbpedia.org/property/frp/,nss315
http://dbpedia.org/property/frp/h/krf/,nss442
http://dbpedia.org/property/h/krf/sp/,nss163
http://dbpedia.org/property/risk/,nss192
http://dbpedia.org/ontology/SpaceStation/,nsi609
http://dbpedia.org/property/c6+,nss203
http://dbpedia.org/property/poll%23,nss386
http://dbpedia.org/property/theLatterSeemsToBeATranscriptionMistake,,nss448
http://dbpedia.org/property/tieW/,nss307
http://dbpedia.org/property/noteMid!,nsi805
http://dbpedia.org/property/ps/,nss417
http://dbpedia.org/property/footerAlign%5D,nss217
http://dbpedia.org/property/*%22kaadh%22%3Cnowiki%3E,nsi806
http://dbpedia.org/property/asian%25,nss425
http://dbpedia.org/property/keyPeople(fsu),nsi788
http://dbpedia.org/property/class(es),nsi650
http://dbpedia.org/property/marketing&,nss493
http://www.w3.org/1999/02/22-rdf-syntax-ns#,rdf
http://dbpedia.org/property/clubs&,nss289
http://dbpedia.org/property/minorReverseSubstrate(s),nsi790
http://dbpedia.org/ontology/Building/,nsi598
http://dbpedia.org/property/illustration(s),nsi774
http://dbpedia.org/property/fuelConsumptionKg/,nss419
http://dbpedia.org/property/niacin(pp),nsi898
http://dbpedia.org/property/date,,nsi852
http://dbpedia.org/property/youth',nsi910
http://dbpedia.org/property/date+,nss418
http://dbpedia.org/property/grk%23,nss589
http://dbpedia.org/property/nombreD',nsi617
http://dbpedia.org/property/catchphrase(s),nsi798
http://dbpedia.org/property/%3Cnowiki%3E,nss30
http://dbpedia.org/property/cyl%3Cnowiki%3E,nss265
http://dbpedia.org/property/zinc(inMg),nsi961
http://dbpedia.org/property/currentOwner%3F,nss280
http://dbpedia.org/property/gr12%23,nss436
http://www.w3.org/2003/01/geo/wgs84_pos#,nss8
http://dbpedia.org/property/fem%23,nss378
http://dbpedia.org/property/engine(jet),nsi661
http://dbpedia.org/property/%7B,nss138
http://dbpedia.org/property/alternativeTitle(s),nsi699
http://dbpedia.org/property/country/,nss521
http://dbpedia.org/property/origins',nsi618
http://dbpedia.org/property/(X,Y),nsi863
http://dbpedia.org/property/wsaMostRecentChampion(s),nsi649
http://dbpedia.org/ontology/Weapon/,nsi595
http://dbpedia.org/property/eddyOyarzbal(per),nsi621
http://dbpedia.org/property/minorForwardSubstrate(s),nsi638
http://dbpedia.org/property/6000,nss403
http://dbpedia.org/property/men's7',nsi779
http://dbpedia.org/property/leadingbogie/,nss127
http://dbpedia.org/property/ap/,nss107
http://dbpedia.org/property/phosphorus(inMg),nsi955
http://dbpedia.org/property/nationalcaps(goals),nsi673
http://dbpedia.org/property/birthDate(nepali),nsi688
http://dbpedia.org/property/white%25,nss242
http://dbpedia.org/property/authors(s),nsi679
http://dbpedia.org/property/2004Icapps(points),nsi762
http://dbpedia.org/property/change(16),nsi759
http://dbpedia.org/property/crew(21November1916),nsi791
http://dbpedia.org/property/c2+,nss161
http://dbpedia.org/property/kgfWalthamAbbey,,nss359
http://dbpedia.org/property/thiamin(inMg),nsi958
http://dbpedia.org/property/mostGoals(club),nsi634
http://dbpedia.org/property/name(s),nsi854
http://dbpedia.org/property/calculatedFromLengthData(dem3%22)FromViewfinderPanoramas.%3C,nsi734
http://dbpedia.org/property/child(children),nsi742
http://dbpedia.org/property/series%23,nss285
http://dbpedia.org/property/coaches',nsi629
http://dbpedia.org/property/cdiz%3C,nss320
http://www.w3.org/2004/02/skos/core#,nss5
http://dbpedia.org/property/socialMedia(instagram),nsi597
http://dbpedia.org/property/deathDate/,nss452
http://dbpedia.org/property/shipElectronicWarfare&,nss336
http://dbpedia.org/property/w/l/,nss475
http://dbpedia.org/property/primaryMembers(%3E25%25),nsi605
http://dbpedia.org/property/colorb%23,nss272
http://dbpedia.org/property/theTrueSelfIsItselfJustThatPureConsciousness,WithoutWhichNothingCanBeKnownInAnyWay.(...)AndThatSameTrueSelf,PureConsciousness,IsNotDifferentFromTheUltimateWorldPrinciple,Brahman&nbsp;(...)Brahman(%3Cnowiki%3E,nsi655
http://dbpedia.org/property/isThisSimplyARepeatOfAPointMadeByThePreviousSentence%3F,nss408
http://dbpedia.org/property/247,nss31
http://dbpedia.org/property/bench2F/,nss415
http://dbpedia.org/property/20041203,nss500
http://dbpedia.org/property/workingPresident',nsi599
http://dbpedia.org/property/org/,nss487
http://dbpedia.org/property/highestGoverningBody(s),nsi722
http://dbpedia.org/property/doctoralStudent(s),nsi826
http://dbpedia.org/property/advertising/,nss526
http://dbpedia.org/property/currentOperator(s),nsi596
http://dbpedia.org/property/mliLokallag/,nss286
http://dbpedia.org/property/no%3Cnowiki%3E,nss46
http://dbpedia.org/property/chargD',nsi690
http://dbpedia.org/property/allstars/,nss499
http://dbpedia.org/property/editor&,nss444
http://dbpedia.org/property/worlds(iam),nsi686
http://dbpedia.org/property/%3C,nss85
http://dbpedia.org/property/.%22%7D,nss412
http://dbpedia.org/property/editor/,nss347
http://dbpedia.org/property/wsopMoneyFinish(es),nsi809
http://dbpedia.org/property/bench2G/,nss363
http://dbpedia.org/property/506315,nss345
http://dbpedia.org/property/pushpinMapsize%60,nss281
http://dbpedia.org/property/written/composedByCharlesCalhoun;,nss513
http://dbpedia.org/property/height(ft),nsi669
http://dbpedia.org/property/chief',nsi748
http://dbpedia.org/property/nameOfTheCurrentMla',nsi613
http://dbpedia.org/property/total%23,nss128
http://dbpedia.org/property/useFr%25,nss391
http://dbpedia.org/property/colord%23,nss77
http://dbpedia.org/property/tours(points),nsi674
http://dbpedia.org/property/formerRestaurant(s),nsi890
http://dbpedia.org/property/seats(wards),nsi810
http://dbpedia.org/property/clapps(points),nsi644
http://dbpedia.org/property/aren'tThe%22threeOrchestras%22TheSameAsThe3%22ensembles%22%3FProbablyNotQuite,MaybeTheOther3ListedBelowAs%22performingEnsembles%22,nsi893
http://dbpedia.org/property/moreThan20KilometersAwayComparedToTheAverageDensityOfTheEarth,AccordingToGeonames.%3C,nss208
http://dbpedia.org/property/multiMode,Hp,Lp,Bp,,nss430
http://dbpedia.org/property/%3F,nss548
http://dbpedia.org/property/mother',nsi845
http://dbpedia.org/property/calculatedFromTheContentionOfAllLengthData(dem3%22)FromViewfinderPanoramas,WithinA10KilometerRadius.%3C,nsi735
http://dbpedia.org/property/hashtag,%23,nss524
http://dbpedia.org/property/%5C,nss572
http://dbpedia.org/property/typicalInternationalNumberFormat(landline),nsi916
http://dbpedia.org/property/diskLoadingKg/,nss531
http://dbpedia.org/property/villian(s),nsi831
http://dbpedia.org/property/chairmanOfThePeople',nsi933
http://dbpedia.org/property/std/,nss11
http://dbpedia.org/property/constituency/,nss377
http://dbpedia.org/property/usnwr(2022),nsi942
http://dbpedia.org/property/leaderNameJosAprgioDaSilva(aprgio),nsi913
http://dbpedia.org/property/dismantled/,nss131
http://dbpedia.org/property/cost(concession),nsi702
http://dbpedia.org/property/exemplar(s),nsi766
http://dbpedia.org/property/%60,nss120
http://dbpedia.org/property/100s/50,nss467
http://dbpedia.org/property/bodyStyle(s),nsi659
http://dbpedia.org/property/markBrady,MurtDoyle,,nss577
http://dbpedia.org/property/awards,6,nss300
http://dbpedia.org/property/gameW/,nss558
http://dbpedia.org/property/fe++,nss18
http://dbpedia.org/property/2013&2014,nss575
http://dbpedia.org/property/currenttours(currentpoints),nsi675
http://dbpedia.org/property/league(s),nsi642
http://dbpedia.org/property/gr8%23,nss538
http://dbpedia.org/ontology/,nss3
http://dbpedia.org/property/placeofburial+,nss480
http://dbpedia.org/property/nickname(s),nsi641
http://dbpedia.org/property/father',nsi844
http://dbpedia.org/property/father,,nss262
http://dbpedia.org/property/male%23,nss210
http://dbpedia.org/property/athletes',nsi628
http://dbpedia.org/property/2%5D%5D%3Cbr/%3E%3C,nss246
http://dbpedia.org/property/health,Education,,nss108
http://dbpedia.org/property/multi%25,nss303
http://www.wikidata.org/entity/,nss1
http://dbpedia.org/property/20010418,nss437
http://dbpedia.org/property/men',nsi625
http://dbpedia.org/property/spouse(former),nsi901
http://dbpedia.org/property/deaths(official),nsi781
http://dbpedia.org/property/keyPeople(executiveCommittee),nsi776
http://dbpedia.org/property/length!,nsi749
http://dbpedia.org/ontology/Lake/,nsi606
http://dbpedia.org/property/desertLions/,nss189
http://dbpedia.org/property/productionGasBcm/,nss73
http://dbpedia.org/property/plus/,nss586
http://dbpedia.org/property/chairman(notAllListed),nsi848
http://dbpedia.org/property/typicalLocalNumberFormat(mobile),nsi919
http://dbpedia.org/property/%22fireRehab%22,nss517
http://dbpedia.org/property/shipSpeed/,nss580
http://dbpedia.org/property/company,Manufacturer,,nss549
http://dbpedia.org/property/a&,nss84
http://dbpedia.org/property/2012,nss296
http://dbpedia.org/property/2011,nss33
http://dbpedia.org/property/2010,nss123
http://dbpedia.org/property/gr10%23,nss560
http://dbpedia.org/property/dlf/krf/sp/,nss522
http://dbpedia.org/property/useAb%25,nss530
http://dbpedia.org/property/2016,nss14
http://dbpedia.org/property/2015,nss61
http://dbpedia.org/property/2014,nss40
http://dbpedia.org/property/2013,nss159
http://dbpedia.org/property/2019,nss144
http://dbpedia.org/property/2018,nss38
http://dbpedia.org/property/fpv%25,nss516
http://dbpedia.org/property/2017,nss199
http://dbpedia.org/property/telephoneCode/,nss332
http://dbpedia.org/property/headOfDigital&,nss476
http://dbpedia.org/property/unaffiliated/,nss334
http://dbpedia.org/property/isoCode+,nss365
http://dbpedia.org/property/otherName(s),nsi662
http://dbpedia.org/property/ben/,nss552
http://dbpedia.org/property/theEquivalentDepthEdOfARingIsDefinedAsAnIntegralOfTheNormalOpticalDepthAcrossTheRing.InOtherWords%3Cnowiki%3E,nss158
http://dbpedia.org/ontology/Engine/,nsi603
http://dbpedia.org/property/vicePresident/,nss474
http://dbpedia.org/property/which3%3FSToN,,nss573
http://dbpedia.org/property/2020/,nss330
http://dbpedia.org/property/teammanager(s),nsi612
http://dbpedia.org/property/owner/,nss422
http://dbpedia.org/property/2023,nss41
http://dbpedia.org/property/2022,nss188
http://dbpedia.org/property/islands/,nss511
http://dbpedia.org/property/input/,nss24
http://dbpedia.org/property/2021,nss68
http://dbpedia.org/property/2020,nss319
http://dbpedia.org/property/village/,nss413
http://dbpedia.org/property/2026,nss221
http://dbpedia.org/property/2025,nss374
http://dbpedia.org/property/2024,nss482
http://dbpedia.org/property/peakOfProductionOilBbl/,nss582
http://dbpedia.org/property/athlete',nsi621
http://dbpedia.org/property/weight(lb),nsi671
http://dbpedia.org/property/densitAbitativa(abitanti/kmq),nsi678
http://dbpedia.org/property/%23,nss97
http://dbpedia.org/property/hisp%25,nss407
http://dbpedia.org/property/a/,nss544
http://dbpedia.org/property/q3''',nsi630
http://dbpedia.org/property/son',nsi812
http://dbpedia.org/property/jetOrProp%3F,nss483
http://dbpedia.org/property/riding%25,nss541
http://dbpedia.org/property/chairman(seniorDivision),nsi939
http://dbpedia.org/property/memberOfLegislativeAssembly(mla),nsi680
http://dbpedia.org/property/mayor,,nss185
http://dbpedia.org/property/parent(s),nsi869
http://dbpedia.org/property/enChildhoodDisintegrativeDisorder%3F,nss328
http://dbpedia.org/property/allLyrics&,nss514
http://dbpedia.org/property/wctMen',nsi820
http://dbpedia.org/property/domesticCup(s),nsi603
http://dbpedia.org/property/realGrossDomesticIncome(gdi),nsi773
http://dbpedia.org/property/pseudonym(s),nsi892
http://dbpedia.org/property/manuscript(s),nsi687
http://dbpedia.org/property/slides&,nss135
http://dbpedia.org/property/mla',nsi614
http://dbpedia.org/property/perfectFailure%25,nss443
http://dbpedia.org/property/lobbyist&,nss463
http://dbpedia.org/property/800,nss218
http://dbpedia.org/property/x%25,nss457
http://dbpedia.org/property/f/,nss323
http://dbpedia.org/property/h/,nss136
http://dbpedia.org/property/drf/,nss389
http://dbpedia.org/property/sparham%22tsongkhapaDoesNotAcceptSvtantra(autonomous)Reasoning(theFourthPoint).HeAssertsThatItIsEnough,WhenProvingThatAnyGivenSubjectIsEmptyOfIntrinsicExistence,ToLeadTheInterlocutor,ThroughReasoning,ToTheUnwelcomeConsequences(prasaga)InTheirOwnUntenablePosition;ItIsNotNecessaryToDemonstrateTheThesisBasedOnReasoningThatPresupposesAnySortOfIntrinsic(%3Cnowiki%3E,nsi911
http://dbpedia.org/property/madh',nsi595
http://dbpedia.org/property/re;,nss295
http://dbpedia.org/property/highestranking(iam),nsi684
http://dbpedia.org/property/season2007/,nss455
http://dbpedia.org/property/!,nss178
http://dbpedia.org/property/theCompleteUniversityGuideUniversityRanking(uk),nsi941
http://dbpedia.org/property/hdi(2019),nsi945
http://dbpedia.org/property/.,nss230
http://dbpedia.org/property/colapps(points),nsi645
http://dbpedia.org/property/(,nsi608
http://dbpedia.org/property/service/,nss126
http://dbpedia.org/property/+,nss579
http://dbpedia.org/property/*,nsi713
http://dbpedia.org/property/5,nss62
http://dbpedia.org/property/aunts/,nss542
http://dbpedia.org/property/4,nss29
http://dbpedia.org/property/aka/,nss75
http://dbpedia.org/property/7,nss106
http://dbpedia.org/property/6,nss63
http://dbpedia.org/property/1,nss17
http://dbpedia.org/property/grpk%23,nss125
http://dbpedia.org/property/0,nss216
http://dbpedia.org/property/3,nss44
http://dbpedia.org/ontology/MeanOfTransportation/,nsi596
http://dbpedia.org/property/2,nss21
http://dbpedia.org/property/g/,nss416
http://dbpedia.org/property/rd%22,nss111
http://dbpedia.org/property/nevertheless,AccordingToBasuEtAl.(2016),TheAaaWereEarlySettlersInIndia,RelatedToTheAsi%22theAbsenceOfSignificantResemblanceWithAnyOfTheNeighboringPopulationsIsIndicativeOfTheAsiAndTheAaaBeingEarlySettlersInIndia,PossiblyArrivingOnThe%22southernExit%22WaveOutOfAfrica.DifferentiationBetweenTheAsiAndTheAaaPossiblyTookPlaceAfterTheirArrivalInIndia(admixtureAnalysisWithK%3Cnowiki%3E,nsi881
http://dbpedia.org/property/populationTotal(aprx),nsi927
http://dbpedia.org/property/parents',nsi801
http://dbpedia.org/property/hdi(2018),nsi709
http://dbpedia.org/property/riboflavin(inMg),nsi956
http://dbpedia.org/property/pCode(placeCode),nsi856
http://dbpedia.org/property/debutmo%23,nss388
http://dbpedia.org/property/%3Cbig%3E,nss205
http://dbpedia.org/property/juz',nsi667
http://dbpedia.org/property/presentus$,nsi737
http://dbpedia.org/property/in%3F,nss547
http://dbpedia.org/property/concur/,nss169
http://dbpedia.org/property/thrust/,nss151
http://dbpedia.org/property/regionallyDominantLanguagesThatFormTheMainNarrativesAndNarrativesThatDetermineThePolitical,,nss385
http://dbpedia.org/property/rival(s),nsi606
http://dbpedia.org/property/station+,nss353
http://dbpedia.org/property/''Ie''ThePartiesReciteEachVowInBothLanguages%3F7StepsX2PartiesX2Language,,nsi799
http://dbpedia.org/property/postCode(city),nsi828
http://dbpedia.org/property/child(ren),nsi598
http://dbpedia.org/property/bls,Als,,nss89
http://dbpedia.org/property/name05/,nss162
http://dbpedia.org/property/ek%3Cnowiki%3E,nss309
http://dbpedia.org/property/towns/,nss440
http://dbpedia.org/property/typicalFailure%25,nss453
http://dbpedia.org/property/ship',nsi872
http://dbpedia.org/property/clan(s),nsi646
http://dbpedia.org/property/rake&,nss490
http://dbpedia.org/property/primeUnits%3F,nss155
http://dbpedia.org/property/populationDensityK,,nsi914
http://dbpedia.org/property/lastBest&,nss197
http://dbpedia.org/property/k/,nss220
http://dbpedia.org/property/krf/,nss263
http://dbpedia.org/property/%22a+.*%22,nsi860
http://dbpedia.org/property/leaderName1(derik),nsi765
http://dbpedia.org/property/%3Cnowiki%3E%22,nss340
http://dbpedia.org/property/nat%25,nss32
http://dbpedia.org/property/builtR,,nss502
http://dbpedia.org/property/illumination(s),nsi681
http://dbpedia.org/property/squadrons/,nss181
http://dbpedia.org/property/laRioja%3C,nss28
http://dbpedia.org/property/unit/,nss471
http://dbpedia.org/property/5.05.,nsi833
http://dbpedia.org/property/frp/h/,nss209
http://dbpedia.org/property/election(s),nsi902
http://dbpedia.org/property/partyterms%23,nss232
http://dbpedia.org/property/h/krf/,nss489
http://dbpedia.org/property/wingLoadingLb/,nss519
http://dbpedia.org/property/populationTotal(3500),nsi878
http://dbpedia.org/property/lsd/,nss57
http://dbpedia.org/property/l/,nss581
http://dbpedia.org/property/huelva%3C,nss270
http://dbpedia.org/property/manganese(inMg),nsi952
http://dbpedia.org/property/kick/,nss258
http://dbpedia.org/property/operatingSystem(s),nsi607
http://dbpedia.org/property/owner(s),nsi760
http://dbpedia.org/property/repterms%23,nss566
http://dbpedia.org/property/wars/,nss478
http://dbpedia.org/property/totalNo.OfHouse',nsi796
http://dbpedia.org/ontology/Astronaut/,nsi607
http://dbpedia.org/property/altcaptain(s),nsi593
http://dbpedia.org/property/%22senior%22,nss277
http://dbpedia.org/property/head/,nss268
http://dbpedia.org/property/typeMatchingWithVariableBinding%3C,nss588
http://dbpedia.org/property/shipArmament(lsh),nsi794
http://dbpedia.org/property/9,nss25
http://dbpedia.org/property/8,nss43
http://dbpedia.org/property/concurrence/,nss117
http://dbpedia.org/property/'',nsi871
http://dbpedia.org/property/donald(flashWwii),nsi769
http://dbpedia.org/property/name,,nsi825
http://dbpedia.org/property/&nbsp;name&nbsp;&nbsp;&nbsp;,nsi823
http://dbpedia.org/property/populationAsOf2,,nsi698
http://dbpedia.org/property/@,nss264
http://dbpedia.org/property/extraColumn%3CeraseThisAfterFindTheProducers%3E,nss449
http://dbpedia.org/property/espn+,nss337
http://dbpedia.org/property/haw%25,nss275
http://dbpedia.org/property/partyterm%23,nss433
http://dbpedia.org/property/lengthFast/,nss383
http://dbpedia.org/property/piano,,nss498
http://dbpedia.org/property/9.0+,nss537
http://dbpedia.org/property/reactionDirection(forward/reversible/reverse),nsi614
http://dbpedia.org/property/engineManufacturer.AbbreviationsAsFollowsAllaire%3Cnowiki%3E,nss254
http://dbpedia.org/property/deaths(unofficial),nsi782
http://dbpedia.org/property/townNickname(s),nsi756
http://dbpedia.org/property/kasia))%3FMaKota%22,nsi865
http://dbpedia.org/property/partyThatOrderedTheShip.ThisIsUsuallyTheOwnerButIsSometimesTheOperator,OrAnAgentOfEither.ContemporaneousNewspaperSourcesRarelyStateToWhichCategoryANamedPartyBelongs.AbbreviationsInThisColumnRr%3Cnowiki%3E,nss396
http://dbpedia.org/property/telescope%3Csub%3E1%3C/sub%3E,nss251
http://dbpedia.org/property/bishopGaetanoAldo(thomas),nsi785
http://dbpedia.org/property/(old),nsi841
http://dbpedia.org/property/shanghai',nsi868
http://dbpedia.org/property/american/,nss376
http://dbpedia.org/property/occupancy(%25),nsi887
http://dbpedia.org/property/allSonicCafeGames,,nss110
http://dbpedia.org/property/women',nsi626
http://dbpedia.org/property/ko/,nss79
http://dbpedia.org/property/usnwrg(partTimeMba),nsi847
http://dbpedia.org/property/4.04.,nsi837
http://dbpedia.org/property/''starhorse3SeasonIANewLegendBegins''*FiscalYearEndedMarch201210.1&nbsp;billion*1stQuarterEnded30June20120.5&nbsp;billion*CurrencyConversion**10.1,nsi696
http://dbpedia.org/property/est%5D%5D,nss193
http://dbpedia.org/property/speed1Km/,nss143
http://dbpedia.org/property/''',nsi636
http://dbpedia.org/property/nickname/,nss76
http://dbpedia.org/property/2001,nss297
http://dbpedia.org/property/2000,nss52
http://dbpedia.org/property/french/,nss506
http://dbpedia.org/property/2005,nss536
http://dbpedia.org/property/2004,nss121
http://dbpedia.org/property/directorOfExternalAffairs,Communication,,nss132
http://dbpedia.org/property/2003,nss267
http://dbpedia.org/property/setW/,nss400
http://dbpedia.org/property/2002,nss399
http://dbpedia.org/property/2009,nss37
http://dbpedia.org/property/2008,nss177
http://dbpedia.org/property/aangonX',nsi928
http://dbpedia.org/property/2007,nss318
http://dbpedia.org/property/2006,nss103
http://dbpedia.org/property/gs1GtinPrefix(es),nsi757
http://dbpedia.org/property/averageAnnualRainfall(mm),nsi857
http://dbpedia.org/property/shipArmament(amc),nsi793
http://dbpedia.org/property/shipBoats&,nss168
http://dbpedia.org/property/maximaleStauhhe(planned),nsi784
http://dbpedia.org/ontology/Software/,nsi602
http://dbpedia.org/property/mascot(s),nsi867
http://dbpedia.org/property/klostermaier%22''brahman'',DerivedFromTheRoot''bh''%3Cnowiki%3E,nsi800
http://dbpedia.org/property/nagari/,nss488
http://dbpedia.org/property/m&,nss343
http://purl.org/dc/elements/1.1/,nsi591
http://dbpedia.org/property/subdivisionGhoradongri%5D%5D,nss429
http://dbpedia.org/property/domain(s),nsi663
http://dbpedia.org/ontology/Infrastructure/,nsi594
http://dbpedia.org/property/cinematographer/,nss235
http://dbpedia.org/property/home&,nss341
http://dbpedia.org/property/schoolSaintJoseph'sPrimarySchoolBarnoldswick,,nsi615
http://dbpedia.org/property/officialNameInTurkish(smedovak),nsi904
http://dbpedia.org/property/14441477,nss451
http://dbpedia.org/property/yr%3Cnowiki%3E,nss507
http://dbpedia.org/property/startyr+,nss466
http://dbpedia.org/property/rotational+,nss269
http://dbpedia.org/property/population(2010Census),nsi777
http://dbpedia.org/property/pfa,,nss27
http://dbpedia.org/property/votes%25,nss219
http://dbpedia.org/property/4%5D%5D%3Cbr/%3E%3C,nss503
http://dbpedia.org/property/tc',nsi620
http://dbpedia.org/property/weight,,nss69
http://dbpedia.org/property/useUs%25,nss583
http://dbpedia.org/property/guest(s),nsi617
